76609,25544
38218,43130
17782,39057
7104,44772
5616,884
4512,32891
3632,25732
3449,58058
2959,34858
2870,27705
2644,26556
2387,48444
2305,24030
2228,49217
2143,17539
2133,18482
2027,6250
1922,26901
1730,50012
1653,6235
1646,24253
1516,31951
1445,45739
1430,2239
1347,43250
1213,58103
1202,34660
1161,12038
1134,2962
1129,2222
996,31552
975,12851
974,3426
918,34458
871,43179
856,11046
854,63362
844,52946
782,18916
743,40870
727,23136
712,55494
709,44967
698,39930
684,36689
680,8540
653,28836
644,8304
630,3794
628,6473
601,10349
590,65511
582,12348
564,32814
549,45623
546,17323
541,19822
523,15023
517,24606
510,13350
505,1424
504,11822
491,22806
490,54797
484,33906
473,34122
473,13882
467,63603
456,49050
456,8840
455,9218
449,33569
448,47615
446,42373
446,9293
430,8370
429,9268
424,29280
420,15884
413,39682
413,15067
410,8691
406,42257
400,6429
393,36054
392,28032
390,1508
386,30776
372,33073
364,22732
362,63077
362,15649
357,11452
345,36866
337,12940
337,7633
336,63722
333,21253
330,16108
324,44771
315,58218
304,20094
303,44081
301,11550
297,23669
296,53750
293,40977
291,56552
286,53448
284,17242
283,63835
283,56746
283,37551
282,56680
277,53068
277,32070
276,19477
272,1116
270,9194
269,7640
266,6210
265,11159
264,26828
261,16589
257,56636
256,24212
255,59894
252,20638
249,52528
249,31285
249,12243
248,64916
248,40058
247,55283
245,11548
242,33356
240,47757
239,8645
237,33431
236,38084
235,20865
232,1402
231,24170
230,9934
228,52783
226,25719
226,8710
221,16489
218,27950
217,16764
217,2719
215,50088
214,26138
214,18819
212,57982
212,18086
212,3764
210,3005
209,28317
207,52020
206,31326
205,51368
203,27830
203,14804
200,1238
197,59261
195,52378
193,44276
192,65451
192,49723
192,47672
191,8644
190,60807
190,56415
190,30765
190,682
189,53632
188,25668
188,5306
185,34095
184,18361
184,7185
183,56475
183,44764
183,24330
182,36343
182,13891
181,57283
179,51097
179,42395
178,14229
177,55945
177,49027
177,32086
176,7327
175,62581
175,56808
175,30249
175,7250
174,61259
174,30551
174,683
173,58275
173,50145
172,59881
172,56971
172,28888
172,2442
171,47163
170,57037
170,45396
170,34912
170,30574
169,27286
169,17285
168,33592
168,32818
168,24093
168,16101
168,12802
167,13752
166,41264
166,13598
163,12237
163,6322
161,43568
161,28745
161,10787
160,38414
160,23820
159,36175
158,16244
158,12288
157,26890
155,44579
155,22230
154,60624
153,22205
153,10415
152,51382
152,3522
151,20012
150,38157
150,36130
150,10529
148,59711
148,10737
146,39842
146,12829
144,35764
143,15950
143,10
142,65117
142,55311
142,47903
142,33849
141,45573
141,23565
140,35820
139,5664
138,46220
138,45231
138,30214
136,15955
136,6700
135,44660
134,39716
134,3910
133,34493
133,847
132,42199
132,38933
132,22126
132,17710
132,14734
132,13211
132,9719
132,4031
131,17962
130,52383
130,30581
130,4654
129,59238
129,41415
129,6569
129,4287
128,48356
127,53751
127,34872
127,31002
126,51664
126,20743
126,223
125,50539
123,24036
121,63666
121,9167
121,3900
120,51822
120,28609
120,27335
120,8120
120,758
117,48331
117,46887
117,22829
116,63669
116,46135
116,15521
115,49672
115,44204
115,26625
115,1054
114,61174
114,48788
113,59058
113,37177
113,107
112,42797
112,24943
111,53140
111,20623
110,46476
110,40421
110,17390
109,32469
108,48127
108,44799
108,38719
107,63975
107,10520
107,4519
106,12736
106,11525
106,3830
105,42916
105,40426
105,32480
105,22834
105,16848
105,2750
104,49920
104,37721
104,5967
104,3291
103,48133
103,9225
102,43415
102,43085
102,15885
102,7461
102,53
101,47948
101,34247
100,12268
100,3489
99,65524
99,55269
99,51984
99,19279
99,18220
98,49055
98,44589
98,24735
98,22831
97,38457
97,22847
97,16913
97,3424
96,51606
96,44171
96,31197
95,62050
95,35404
95,13487
94,42807
94,26977
94,1341
93,56134
93,51090
93,45868
93,32231
93,21423
93,85
92,16874
92,9454
91,56598
91,46768
91,37299
91,11016
90,50534
90,46797
90,42369
90,39861
90,16600
89,48586
89,39571
89,3779
88,57718
88,40495
88,34112
88,29126
88,24247
88,22937
88,6553
88,1659
87,54239
87,46054
87,39898
87,22963
87,14883
87,7179
86,55600
86,52767
85,62556
85,45915
85,38111
85,34421
85,17066
84,55057
84,47051
84,41010
84,24628
84,22903
84,17088
83,26402
83,23886
82,58833
82,57748
82,53692
82,49858
82,47992
82,43177
82,40331
82,16920
82,16165
82,15609
82,2735
82,1206
81,59723
81,41269
81,37510
81,36566
81,36069
81,28645
81,23800
81,21282
81,19295
80,57132
80,24349
80,23746
80,15838
80,14417
79,53146
79,18116
79,17861
79,13421
79,5281
79,2119
78,63585
78,59774
78,55884
78,46530
78,45806
78,41812
78,30058
78,25094
78,24319
78,6992
77,61603
77,55011
77,54537
77,49052
77,34814
77,30804
77,30688
76,43040
76,36712
76,32232
76,23631
75,47185
75,39572
75,37784
75,32240
75,32146
75,25067
75,24397
75,23419
75,5754
75,2196
74,63018
74,54323
74,53014
74,28371
74,12308
73,62002
73,61956
73,23675
73,18289
73,16715
73,4529
73,4005
72,61624
72,60540
72,56847
72,53889
72,52820
72,11952
72,2838
71,64003
71,63248
71,57577
71,40927
71,23112
71,18689
71,11706
71,7131
70,63519
70,63297
70,57760
70,51565
70,40750
70,36880
70,35213
70,26057
70,10443
69,57817
69,57444
69,52401
69,50091
69,45824
69,37512
69,37361
69,35908
69,32208
69,32185
69,28497
69,11474
69,11012
69,840
68,64523
68,50512
68,43102
68,42061
68,36010
68,35185
68,18419
68,13150
68,12994
68,12224
68,7708
68,4943
68,3393
68,260
67,64646
67,58211
67,57100
67,54934
67,45145
67,36517
67,34725
67,25149
67,23134
67,6595
67,2810
67,1967
66,44507
66,44153
66,40902
66,33532
66,15796
66,12088
66,11009
66,4403
65,57875
65,50745
65,42278
65,36001
65,11820
65,5927
65,4663
64,61613
64,55249
64,51355
64,47282
64,43302
64,27625
64,17691
64,15297
64,9433
63,56622
63,55676
63,44570
63,38340
63,27437
